SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,7343 Krueger Rd,Houston,TX,77033,130000,3,1.0,South Park Sec 01,1014,6405,1950,30,128,,Active,,,https://www.redfin.com/TX/Houston/7343-Krueger-Rd-77033/home/30015074,HARMLS,67108725,N,Y,29.677498,-95.3431715
MLS Listing,,Single Family Residential,7004 Market St,Houston,TX,77020,160000,3,2.0,Liberty Heights Sec 03,1030,4500,1940,30,155,,Active,,,https://www.redfin.com/TX/Houston/7004-Market-St-77020/home/29823445,HARMLS,56530619,N,Y,29.7726444,-95.2998572
MLS Listing,,Single Family Residential,10234 Burman St,Jacinto City,TX,77029,199500,3,2.5,Industrial,1744,5460,1950,30,114,,Active,,,https://www.redfin.com/TX/Houston/10234-Burman-St-77029/home/29834970,HARMLS,45731391,N,Y,29.7642919,-95.2481853
MLS Listing,,Condo/Co-op,3131 Southwest Fwy #20,Houston,TX,77098,189900,2,1.0,Lemans T/h Condo,980,105808,1965,30,194,430,Active,,,https://www.redfin.com/TX/Houston/3131-Southwest-Fwy-77098/unit-20/home/30490566,HARMLS,52655966,N,Y,29.7292236,-95.4260714
MLS Listing,,Single Family Residential,5534 Craig St,Houston,TX,77023,175000,2,1.0,Kensington,852,5280,1948,30,205,,Active,,,https://www.redfin.com/TX/Houston/5534-Craig-St-77023/home/29707242,HARMLS,32832308,N,Y,29.7215812,-95.3204312
MLS Listing,,Condo/Co-op,5625 Antoine Dr #601,Houston,TX,77092,53000,1,1.0,Oakwood Gardens,725,,1972,31,73,465,Active,,,https://www.redfin.com/TX/Houston/5625-Antoine-Dr-77091/unit-601/home/29638043,HARMLS,46571579,N,Y,29.8482983,-95.47517
MLS Listing,,Single Family Residential,3015 Stonewall St,Houston,TX,77020,162000,2,2.0,Sydnor,720,1596,1920,31,225,,Active,,,https://www.redfin.com/TX/Houston/3015-Stonewall-St-77020/home/29758189,HARMLS,97533284,N,Y,29.7735058,-95.3388464
MLS Listing,,Single Family Residential,1606 W Donovan St,Houston,TX,77091,219999,3,2.0,Ella Park Terrace,2146,7860,1970,31,103,,Active,,,https://www.redfin.com/TX/Houston/1606-W-Donovan-St-77091/home/30207522,HARMLS,28779172,N,Y,29.8442539,-95.4380139
MLS Listing,,Condo/Co-op,2826 S Bartell Dr #310,Houston,TX,77054,90000,1,1.0,Hearthwood 02 Condo Ph 06,700,27460,1984,32,129,320,Active,,,https://www.redfin.com/TX/Houston/2826-S-Bartell-Dr-77054/unit-310/home/30507276,HARMLS,55238552,N,Y,29.6816761,-95.4205888
MLS Listing,,Single Family Residential,433 Calloway St,Houston,TX,77029,217500,3,2.0,Fidelity,1365,5000,1942,32,159,,Active,,,https://www.redfin.com/TX/Houston/433-Calloway-St-77029/home/29671932,HARMLS,916278,N,Y,29.7432199,-95.2541345
MLS Listing,,Condo/Co-op,1330 Old Spanish Trl #1211,Houston,TX,77054,185000,1,1.0,City Plaza Condo,790,327577,1995,32,234,353,Active,,,https://www.redfin.com/TX/Houston/1330-Old-Spanish-Trl-77054/unit-1211/home/29207379,HARMLS,10626145,N,Y,29.6928043,-95.409786
MLS Listing,,Condo/Co-op,2750 Holly Hall St #1111,Houston,TX,77054,142900,2,2.0,Briarwick Condo Ph 02,952,70079,1984,32,150,352,Active,,,https://www.redfin.com/TX/Houston/2750-Holly-Hall-St-77054/unit-1111/home/30573350,HARMLS,60000046,N,Y,29.6847162,-95.3852112
MLS Listing,,Single Family Residential,9429 Heatherside St,Houston,TX,77016,198900,1,0.5,North Shadydale Annex,480,15172,1968,32,414,,Active,,,https://www.redfin.com/TX/Houston/9429-Heatherside-St-77016/home/176743530,HARMLS,85132228,N,Y,29.847979,-95.315127
MLS Listing,,Condo/Co-op,5625 Antoine Dr #807,Houston,TX,77091,65000,2,2.0,Oakwood Gardens Condo,1025,398376,1972,32,63,488,Active,,,https://www.redfin.com/TX/Houston/5625-Antoine-Dr-77091/unit-807/home/29638016,HARMLS,56269423,N,Y,29.8482983,-95.47517
MLS Listing,,Single Family Residential,5107 Firnat St,Houston,TX,77016,102900,2,1.0,Buckingham Place Sec 01,1090,6338,1930,32,94,,Active,,,https://www.redfin.com/TX/Houston/5107-Firnat-St-77016/home/29997604,HARMLS,17940519,N,Y,29.8450836,-95.3170575
MLS Listing,,Single Family Residential,7927 Shotwell St,Houston,TX,77016,135000,2,1.0,Triangle Gardens,625,7440,1940,32,216,,Active,,,https://www.redfin.com/TX/Houston/7927-Shotwell-St-77016/home/29980027,HARMLS,68935813,N,Y,29.8330687,-95.3132932
MLS Listing,,Single Family Residential,1404 Moody St,Houston,TX,77009,205000,3,1.0,Ryon,996,6250,1946,32,206,,Active,,,https://www.redfin.com/TX/Houston/1404-Moody-St-77009/home/29741542,HARMLS,75357731,N,Y,29.8040657,-95.3539468
MLS Listing,,Condo/Co-op,5625 Antoine Dr #1402,Houston,TX,77091,48000,2,2.0,Oakwood Gardens Condo,1134,398376,1972,32,42,380,Active,,,https://www.redfin.com/TX/Houston/5625-Antoine-Dr-77091/unit-1402/home/29637962,HARMLS,67408522,N,Y,29.8482983,-95.47517
MLS Listing,,Single Family Residential,5002 Kenilwood Dr,Houston,TX,77033,190000,3,1.5,Smallwood Terrace,1326,6600,1955,32,143,,Active,,,https://www.redfin.com/TX/Houston/5002-Kenilwood-Dr-77033/home/30031377,HARMLS,79558310,N,Y,29.6733708,-95.3475715
MLS Listing,,Townhouse,9527 E Avenue K,Houston,TX,77012,105000,3,1.0,Manchester Add,840,5000,1950,33,125,,Active,,,https://www.redfin.com/TX/Houston/9527-E-Avenue-K-77012/home/29821595,HARMLS,35600518,N,Y,29.7174814,-95.2568849
MLS Listing,,Single Family Residential,3028 Francis St,Houston,TX,77004,189900,2,1.0,Stevens Homestead,760,2143,1960,33,250,,Active,,,https://www.redfin.com/TX/Houston/3028-Francis-St-77004/home/29150210,HARMLS,43870206,N,Y,29.7299524,-95.3594369
MLS Listing,,Single Family Residential,5727 Kenilwood Dr,Houston,TX,77033,215000,4,2.0,Edgewood,1483,8241,1940,33,145,,Active,,,https://www.redfin.com/TX/Houston/5727-Kenilwood-Dr-77033/home/30054482,HARMLS,67552271,N,Y,29.6707285,-95.3358435
MLS Listing,,Single Family Residential,5947 Glenhurst Dr,Houston,TX,77033,145000,3,1.0,Edgewood,888,8959,1965,33,163,,Active,,,https://www.redfin.com/TX/Houston/5947-Glenhurst-Dr-77033/home/30054681,HARMLS,66800437,N,Y,29.6713307,-95.329953
MLS Listing,,Condo/Co-op,5005 Georgi Ln #15,Houston,TX,77092,157200,2,2.0,Covered Bridge Condo Ph 01,1298,294266,1974,33,121,368,Active,,,https://www.redfin.com/TX/Houston/5005-Georgi-Ln-77092/unit-15/home/30299554,HARMLS,51056127,N,Y,29.8284136,-95.464143
MLS Listing,,Townhouse,5801 Lumberdale Rd #78,Houston,TX,77092,165900,2,2.5,Forest Lake T/h & R/p,1558,1159,1976,33,106,375,Active,,,https://www.redfin.com/TX/Houston/5801-Lumberdale-Rd-77092/unit-0078/home/30312721,HARMLS,79975218,N,Y,29.8516085,-95.4851979
MLS Listing,,Townhouse,5625 Antoine Dr #1615,Houston,TX,77091,62000,2,1.5,Oakwood Gardens Condo,1052,398376,1972,34,59,465,Active,,,https://www.redfin.com/TX/Houston/5625-Antoine-Dr-77091/unit-1615/home/29637935,HARMLS,3067234,N,Y,29.8482983,-95.47517
MLS Listing,,Single Family Residential,7413 Carothers St,Houston,TX,77028,209000,3,2.0,Rosedale Gardens Sec 04,1201,10125,1955,34,174,,Active,,,https://www.redfin.com/TX/Houston/7413-Carothers-St-77028/home/29959242,HARMLS,6350676,N,Y,29.8341992,-95.2952022
MLS Listing,,Single Family Residential,3111 Russell St,Houston,TX,77026,100000,2,1.0,Comfort Place,1128,5000,1960,34,89,,Active,,,https://www.redfin.com/TX/Houston/3111-Russell-St-77026/home/29841241,HARMLS,10083669,N,Y,29.7893667,-95.3312776
MLS Listing,,Condo/Co-op,513 S Post Oak Ln #5106,Houston,TX,77056,130000,2,1.0,Post Oak Timber Condo,1140,23477,1952,34,114,350,Active,,,https://www.redfin.com/TX/Houston/513-S-Post-Oak-Ln-77056/unit-5106/home/30350732,HARMLS,72258114,N,Y,29.7637605,-95.4631397
MLS Listing,,Single Family Residential,4438 Wylie St,Houston,TX,77026,185000,3,1.0,Grant Park,1140,4472,1960,34,162,,Active,,,https://www.redfin.com/TX/Houston/4438-Wylie-St-77026/home/29773726,HARMLS,26483075,N,Y,29.7879088,-95.3250404
MLS Listing,,Condo/Co-op,2830 S Bartell Dr Unit C-23,Houston,TX,77054,49999,1,1.0,Hearthwood 02 Condo Ph 05,700,71874,1983,34,71,350,Active,,,https://www.redfin.com/TX/Houston/2830-S-Bartell-Dr-77054/unit-C-23/home/185281472,HARMLS,32488614,N,Y,29.6812536,-95.4208334
MLS Listing,,Single Family Residential,4918 Lee St,Houston,TX,77020,125000,2,1.0,Gagne Homestead Add,720,1825,1940,34,174,,Active,,,https://www.redfin.com/TX/Houston/4918-Lee-St-77020/home/30696620,HARMLS,49667232,N,Y,29.7816545,-95.3203597
MLS Listing,,Single Family Residential,4910 Lee St,Houston,TX,77020,125000,2,1.0,Gagne Homestead Add,720,2500,1940,34,174,,Active,,,https://www.redfin.com/TX/Houston/4910-Lee-St-77020/home/30696623,HARMLS,91834141,N,Y,29.7816414,-95.3206865
MLS Listing,,Single Family Residential,4920 Lee St,Houston,TX,77020,125000,2,1.0,Gagne Homestead Add,720,1825,1940,34,174,,Active,,,https://www.redfin.com/TX/Houston/4920-Lee-St-77020/home/30696621,HARMLS,34929511,N,Y,29.7816461,-95.3202882
MLS Listing,,Single Family Residential,4914 Lee St,Houston,TX,77020,125000,2,1.0,Gagne Homestead Add,720,2500,1940,34,174,,Active,,,https://www.redfin.com/TX/Houston/4914-Lee-St-77020/home/30696625,HARMLS,87040411,N,Y,29.781648,-95.3205231
MLS Listing,,Single Family Residential,2311 Gagne St,Houston,TX,77020,125000,2,1.0,Gagne Homestead Add,720,1350,1940,34,174,,Active,,,https://www.redfin.com/TX/Houston/2311-Gagne-St-77020/home/30696622,HARMLS,25266404,N,Y,29.7815176,-95.3204005
MLS Listing,,Single Family Residential,4912 Lee St,Houston,TX,77020,125000,2,1.0,Gagne Homestead,720,2500,1940,34,174,,Active,,,https://www.redfin.com/TX/Houston/4912-Lee-St-77020/home/30696624,HARMLS,24355654,N,Y,29.7816447,-95.3206048
MLS Listing,,Single Family Residential,4906 Lee St,Houston,TX,77020,125000,2,1.0,Gagne Homestead Add,720,2500,1940,34,174,,Active,,,https://www.redfin.com/TX/Houston/4906-Lee-St-77020/home/30696669,HARMLS,81745020,N,Y,29.7816349,-95.3208499
MLS Listing,,Single Family Residential,4902 Lee St,Houston,TX,77020,125000,2,1.0,Gagne Homestead Add,720,1630,1940,34,174,,Active,,,https://www.redfin.com/TX/Houston/4902-Lee-St-77020/home/30696672,HARMLS,69683909,N,Y,29.7816283,-95.3210133
MLS Listing,,Single Family Residential,4908 Lee St,Houston,TX,77020,125000,2,1.0,Gagne Homestead Add,720,2500,1940,34,174,,Active,,,https://www.redfin.com/TX/Houston/4908-Lee-St-77020/home/30696668,HARMLS,81136993,N,Y,29.7816381,-95.3207682
MLS Listing,,Single Family Residential,4904 Lee St,Houston,TX,77020,125000,2,1.0,Gagne Homestead Add,720,1600,1940,34,174,,Active,,,https://www.redfin.com/TX/Houston/4904-Lee-St-77020/home/30696671,HARMLS,86021214,N,Y,29.7816316,-95.3209316
MLS Listing,,Single Family Residential,1205 Eubanks St,Houston,TX,77022,219000,3,1.0,Danna,1346,7208,1956,34,163,,Active,,,https://www.redfin.com/TX/Houston/1205-Eubanks-St-77022/home/30050816,HARMLS,91845071,N,Y,29.8331132,-95.3569311
MLS Listing,,Condo/Co-op,1400 Hermann Dr Unit 5D,Houston,TX,77004,179600,1,1.0,Hermann Condo,933,,1957,34,192,1212,Active,,,https://www.redfin.com/TX/Houston/1400-Hermann-Dr-77004/unit-5D/home/30372274,HARMLS,80300824,N,Y,29.7224448,-95.3868057
MLS Listing,,Condo/Co-op,513 S Post Oak Ln #5107,Houston,TX,77056,130000,2,1.0,Post Oak Timber Condo,1140,,1952,35,114,350,Active,,,https://www.redfin.com/TX/Houston/513-S-Post-Oak-Ln-77056/unit-5107/home/30350731,HARMLS,67696762,N,Y,29.7637605,-95.4631397
MLS Listing,,Single Family Residential,7990 Boy St,Houston,TX,77028,214990,3,2.0,Liberty Road Manor Sec 19 U/r,1090,4200,2023,35,197,,Active,,,https://www.redfin.com/TX/Houston/7990-Boy-St-77028/home/29733841,HARMLS,83282793,N,Y,29.818341,-95.281468
MLS Listing,,Condo/Co-op,8100 Cambridge St #31,Houston,TX,77054,160000,1,1.0,Cambridge Glen Condos,1140,89396,1980,36,140,345,Active,,,https://www.redfin.com/TX/Houston/8100-Cambridge-St-77054/unit-31/home/30448523,HARMLS,48904729,N,Y,29.6877589,-95.394436
MLS Listing,,Single Family Residential,8241 Glenview Dr,Houston,TX,77017,214900,2,1.0,Meadowbrook Sec A,1459,7500,1940,36,147,,Active,,,https://www.redfin.com/TX/Houston/8241-Glenview-Dr-77017/home/29866043,HARMLS,50312122,N,Y,29.6838488,-95.2625764
MLS Listing,,Condo/Co-op,7575 Cambridge St #1601,Houston,TX,77054,179000,1,1.5,Fontainebleau Condo Ph 01,1192,185411,1982,36,150,389,Active,,,https://www.redfin.com/TX/Houston/7575-Cambridge-St-77054/unit-1601/home/30546771,HARMLS,57118846,N,Y,29.6945318,-95.3920124
MLS Listing,,Single Family Residential,6034 Lyndhurst Dr,Houston,TX,77033,175000,3,1.0,Edgewood Sec 06,1430,7973,1950,37,122,,Active,,,https://www.redfin.com/TX/Houston/6034-Lyndhurst-Dr-77033/home/30054902,HARMLS,21829691,N,Y,29.6672128,-95.3267325
MLS Listing,,Single Family Residential,716 Tassell St,Houston,TX,77076,195000,3,1.0,Mc Farland Tidwell,1176,8625,1945,37,166,,Active,,,https://www.redfin.com/TX/Houston/716-Tassell-St-77076/home/30024474,HARMLS,86919382,N,Y,29.8460987,-95.388097
MLS Listing,,Single Family Residential,4911 Jewel St,Houston,TX,77026,200000,5,4.0,Ballard Gardens,1776,5000,1932,37,113,,Active,,,https://www.redfin.com/TX/Houston/4911-Jewel-St-77026/home/29778903,HARMLS,36205851,N,Y,29.7905654,-95.320809
MLS Listing,,Single Family Residential,3905 Amoor St,Houston,TX,77029,185000,3,2.0,Groveland Terrace,1568,7500,1950,37,118,,Active,,,https://www.redfin.com/TX/Houston/3905-Amoor-St-77029/home/29978037,HARMLS,57603443,N,Y,29.7970683,-95.2777292
MLS Listing,,Single Family Residential,1434 Ogilvie St,Houston,TX,77017,220000,3,1.0,Oak Meadows Sec 01,1696,6270,1955,37,130,,Active,,,https://www.redfin.com/TX/Houston/1434-Ogilvie-St-77017/home/30040340,HARMLS,7532404,N,Y,29.6910855,-95.2498161
MLS Listing,,Single Family Residential,1202 Gregg St,Houston,TX,77020,150000,2,1.0,Long J C,888,2727,1930,38,169,,Active,,,https://www.redfin.com/TX/Houston/1202-Gregg-St-77020/home/29576465,HARMLS,89695224,N,Y,29.7719426,-95.3355508
MLS Listing,,Single Family Residential,6802 Bunche Dr,Houston,TX,77091,180000,3,1.0,Carver Estates,1113,4750,1950,38,162,,Active,,,https://www.redfin.com/TX/Houston/6802-Bunche-Dr-77091/home/30053217,HARMLS,69056155,N,Y,29.8617103,-95.4436508
MLS Listing,,Single Family Residential,435 Mascot St,Houston,TX,77029,210000,4,2.0,Fidelity,1504,5000,1945,38,140,,Active,,,https://www.redfin.com/TX/Houston/435-Mascot-St-77029/home/29670726,HARMLS,51994834,N,Y,29.7329089,-95.2537392
MLS Listing,,Condo/Co-op,5625 Antoine Dr #1002,Houston,TX,77091,104500,3,2.0,Oakwood Gardens Condo,1362,398376,1972,38,77,465,Active,,,https://www.redfin.com/TX/Houston/5625-Antoine-Dr-77091/unit-1002/home/29638039,HARMLS,30295861,N,Y,29.8482983,-95.47517
MLS Listing,,Condo/Co-op,5625 Antoine Dr #806,Houston,TX,77091,105900,3,2.0,Oakwood Gardens Condo,1362,398376,1972,38,78,465,Active,,,https://www.redfin.com/TX/Houston/5625-Antoine-Dr-77091/unit-806/home/29638017,HARMLS,10464453,N,Y,29.8482983,-95.47517
MLS Listing,,Condo/Co-op,5625 Antoine Dr #805,Houston,TX,77091,104500,3,2.0,Oakwood Gardens Condo,1362,398376,1972,38,77,465,Active,,,https://www.redfin.com/TX/Houston/5625-Antoine-Dr-77091/unit-805/home/29638014,HARMLS,61478683,N,Y,29.8482983,-95.47517
MLS Listing,,Townhouse,6200 W Tidwell Road Unit 1109,Houston,TX,77092,80000,2,1.5,Asbury Park Condo,1134,,1974,39,71,395,Active,,,https://www.redfin.com/TX/Houston/6200-W-Tidwell-Rd-77092/unit-1109/home/29637742,HARMLS,82145935,N,Y,29.8517286,-95.4823893
MLS Listing,,Condo/Co-op,353 N Post Oak Ln #828,Houston,TX,77024,187900,2,2.0,Post Oak Lane,1134,,1970,39,166,661,Active,,,https://www.redfin.com/TX/Houston/353-N-Post-Oak-Ln-77024/unit-828/home/30389577,HARMLS,66063983,N,Y,29.7740129,-95.4583794
MLS Listing,,Condo/Co-op,5050 Ambassador Way #205,Houston,TX,77056,173000,1,1.0,Ambassador At Post Oak Sec 01,876,66200,1967,39,197,766,Active,,,https://www.redfin.com/TX/Houston/5050-Ambassador-Way-77056/unit-205/home/30210154,HARMLS,79302987,N,Y,29.7470277,-95.4636262
MLS Listing,,Condo/Co-op,2121 El Paseo St #1801,Houston,TX,77054,130000,2,1.0,Cambridge Court Condo Ph 02,804,221876,1984,39,162,409,Active,,,https://www.redfin.com/TX/Houston/2121-El-Paseo-St-77054/unit-1801/home/30578061,HARMLS,45415083,N,Y,29.6892451,-95.3909766
MLS Listing,,Condo/Co-op,2121 Fountain View Dr #58,Houston,TX,77057,159900,2,2.0,Courtyards/3 Fountains,1260,331196,1968,39,127,563,Active,,,https://www.redfin.com/TX/Houston/2121-Fountain-View-Dr-77057/unit-58/home/30423828,HARMLS,32401515,N,Y,29.7448056,-95.4847731
MLS Listing,,Single Family Residential,917 Defender St,Houston,TX,77029,185990,3,2.0,Clinton Park,1702,7700,1941,40,109,,Active,,,https://www.redfin.com/TX/Houston/917-Defender-St-77029/home/29970177,HARMLS,74028092,N,Y,29.7408053,-95.2637404
MLS Listing,,Condo/Co-op,2333 Bering Dr #234,Houston,TX,77057,159900,2,1.0,Park Regency Condo,957,77144,1983,40,167,318,Active,,,https://www.redfin.com/TX/Houston/2333-Bering-Dr-77057/unit-234/home/30541578,HARMLS,67206249,N,Y,29.7439819,-95.4778357
MLS Listing,,Condo/Co-op,8225 Kingsbrook Rd #119,Houston,TX,77024,134000,1,1.0,Bayou Bend T/h Condo,800,372523,1964,41,168,445,Active,,,https://www.redfin.com/TX/Houston/8225-Kingsbrook-Rd-77024/unit-119/home/30423123,HARMLS,4449789,N,Y,29.7798415,-95.4853797
MLS Listing,,Single Family Residential,1213 Capron St,Houston,TX,77020,80000,0,1.0,Baumbartner U/r Abst,684,2020,1930,41,117,,Active,,,https://www.redfin.com/TX/Houston/1213-Capron-St-77020/home/29787949,HARMLS,20644076,N,Y,29.7721758,-95.3331696
MLS Listing,,Single Family Residential,6405 Conley St,Houston,TX,77021,199900,3,2.0,Belmont Sec 02,1319,4500,1940,41,152,,Active,,,https://www.redfin.com/TX/Houston/6405-Conley-St-77021/home/29855481,HARMLS,7618706,N,Y,29.6957785,-95.3559092
MLS Listing,,Single Family Residential,210 Owens St,Houston,TX,77029,85000,2,1.0,Clinton Park,1120,6361,1940,41,76,,Active,,,https://www.redfin.com/TX/Houston/210-Owens-St-77029/home/29970459,HARMLS,85422909,N,Y,29.7404361,-95.2602615
MLS Listing,,Condo/Co-op,661 Bering Dr #406,Houston,TX,77057,159900,1,1.0,Tanglewood,,,1980,42,,726,Active,,,https://www.redfin.com/TX/Houston/661-Bering-Dr-77057/unit-406/home/30503170,HARMLS,838368,N,Y,29.7619141,-95.4792
MLS Listing,,Single Family Residential,10638 Fairfax St,Houston,TX,77029,174900,3,1.5,Industrial,1039,5775,1960,42,168,,Active,,,https://www.redfin.com/TX/Houston/10638-Fairfax-St-77029/home/29837486,HARMLS,28301079,N,Y,29.7607,-95.2402518
MLS Listing,,Condo/Co-op,728 Bering Dr #7,Houston,TX,77057,148000,1,1.0,Beringwood Condo,788,261944,1978,43,188,278,Active,,,https://www.redfin.com/TX/Houston/728-Bering-Dr-77057/unit-7/home/30425119,HARMLS,17989409,N,Y,29.7589369,-95.480034
MLS Listing,,Single Family Residential,3226 Drew St,Houston,TX,77004,199900,2,1.0,Wilson Wm A,834,5000,1938,44,240,,Active,,,https://www.redfin.com/TX/Houston/3226-Drew-St-77004/home/29764589,HARMLS,20500155,N,Y,29.7328333,-95.3545407
MLS Listing,,Single Family Residential,6813 Bethune St,Houston,TX,77091,193907,3,2.0,Carver Estates,1175,5000,2022,44,165,,Active,,,https://www.redfin.com/TX/Houston/6813-Bethune-Dr-77091/home/185192165,HARMLS,64015157,N,Y,29.862086,-95.4432824
MLS Listing,,Single Family Residential,8310 Woodward St,Houston,TX,77051,135000,3,1.0,Sunnyside Place,1148,5000,1969,44,118,,Active,,,https://www.redfin.com/TX/Houston/8310-Woodward-St-77051/home/29811620,HARMLS,93110317,N,Y,29.6714584,-95.3738449
MLS Listing,,Condo/Co-op,6200 W Tidwell Rd #203,Houston,TX,77092,97000,3,2.0,Asbury Park Condos,1274,440793,1974,44,76,395,Active,,,https://www.redfin.com/TX/Houston/6200-W-Tidwell-Rd-77092/unit-203/home/29636351,HARMLS,7582555,N,Y,29.8517286,-95.4823893
MLS Listing,,Condo/Co-op,2816 S Bartell Dr Unit B6,Houston,TX,77054,58000,1,1.0,Hearthwood Condo 2,700,112064,1982,44,83,263,Active,,,https://www.redfin.com/TX/Houston/2816-S-Bartell-Dr-77054/unit-B6/home/185191839,HARMLS,2061517,N,Y,29.6807222,-95.4205879
MLS Listing,,Single Family Residential,6912 Bacher St,Houston,TX,77028,204000,3,2.0,Eastland Acres,1104,6042,1940,44,185,,Active,,,https://www.redfin.com/TX/Houston/6912-Bacher-St-77028/home/29970244,HARMLS,43073932,N,Y,29.8264458,-95.277117
MLS Listing,,Single Family Residential,4415 Hershe St,Houston,TX,77020,190000,2,1.0,Burke Sec 02,740,2344,1940,44,257,,Active,,,https://www.redfin.com/TX/Houston/4415-Hershe-St-77020/home/29815088,HARMLS,17100865,N,Y,29.7778018,-95.325289
MLS Listing,,Condo/Co-op,705 Main St #703,Houston,TX,77002,199900,1,1.0,St Germain,784,,1921,44,255,512,Active,,,https://www.redfin.com/TX/Houston/705-Main-St-77002/unit-703/home/29396090,HARMLS,76658248,N,Y,29.7715175,-95.3594936
MLS Listing,,Condo/Co-op,5050 Ambassador Way #318,Houston,TX,77056,155000,1,1.0,Ambassador At Post Oak Sec 01,876,66200,1967,44,177,766,Active,,,https://www.redfin.com/TX/Houston/5050-Ambassador-Way-77056/unit-318/home/30210168,HARMLS,97277135,N,Y,29.7470277,-95.4636262
MLS Listing,,Single Family Residential,7446 Laura Koppe Rd,Houston,TX,77028,161500,3,1.5,Rosewood Estates Sec 02,1644,8925,1965,44,98,,Active,,,https://www.redfin.com/TX/Houston/7446-Laura-Koppe-Rd-77028/home/29996534,HARMLS,93175596,N,Y,29.8401439,-95.2942223
MLS Listing,,Single Family Residential,8706 Valley Meadow Dr,Houston,TX,77078,205900,3,2.0,Parkwood East Sec 01 R/p,1248,5500,1983,45,165,,Active,,,https://www.redfin.com/TX/Houston/8706-Valley-Meadow-Dr-77078/home/30349485,HARMLS,61099801,N,Y,29.8496394,-95.2334174
MLS Listing,,Single Family Residential,5421 Chennault Rd,Houston,TX,77033,210000,3,2.0,South Park Sec 02,1466,5692,1955,45,143,,Active,,,https://www.redfin.com/TX/Houston/5421-Chennault-Rd-77033/home/30015483,HARMLS,17866547,N,Y,29.6835849,-95.3372234
MLS Listing,,Single Family Residential,3827 Beaver Dr,Houston,TX,77029,150000,3,1.0,Groveland Terrace,1620,7200,1947,46,93,,Active,,,https://www.redfin.com/TX/Houston/3827-Beaver-Dr-77029/home/29978195,HARMLS,87048039,N,Y,29.7970936,-95.2748312
MLS Listing,,Single Family Residential,2139 Counter Point Dr,Houston,TX,77055,200000,3,3.5,Long Point Oaks,2007,8960,1955,46,100,,Active,,,https://www.redfin.com/TX/Houston/2139-Counter-Point-Dr-77055/home/30099725,HARMLS,69351850,N,Y,29.8103844,-95.4797088
MLS Listing,,Single Family Residential,1915 Elysian St,Houston,TX,77026,220000,4,1.0,Cascara Add,1064,4700,1925,46,207,,Active,,,https://www.redfin.com/TX/Houston/1915-Elysian-St-77026/home/29655720,HARMLS,48113520,N,Y,29.7789078,-95.3507767
