SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,7005 Kassarine Pass,Houston,TX,77033,177000,3,1.0,South Park Sec 02,956,5937,1955,46,185,,Active,,,https://www.redfin.com/TX/Houston/7005-Kassarine-Pass-77033/home/30015579,HARMLS,82970528,N,Y,29.6814694,-95.3358435
MLS Listing,,Condo/Co-op,2011 Spenwick Dr #713,Houston,TX,77055,149000,1,1.5,Spring Point 02 Condo Ph 04,896,19805,1984,46,166,350,Active,,,https://www.redfin.com/TX/Houston/2011-Spenwick-Dr-77055/unit-713/home/30547202,HARMLS,7775253,N,Y,29.8073908,-95.4904969
MLS Listing,,Townhouse,1318 Bayou St,Houston,TX,77020,220000,3,2.5,Sydnor Add,1808,5000,1920,47,122,,Active,,,https://www.redfin.com/TX/Houston/1318-Bayou-St-77020/home/29758173,HARMLS,67031972,N,Y,29.7732214,-95.3373279
MLS Listing,,Single Family Residential,6034 Willow Glen Dr,Houston,TX,77033,194444,3,1.0,Edgewood,1250,6875,1950,47,156,,Active,,,https://www.redfin.com/TX/Houston/6034-Willow-Glen-Dr-77033/home/30054962,HARMLS,13247009,N,Y,29.6687903,-95.3268898
MLS Listing,,Single Family Residential,6506 N Wayside Dr,Houston,TX,77028,190000,3,1.0,Reba Sec 02,1422,7802,1940,47,134,,Active,,,https://www.redfin.com/TX/Houston/6506-N-Wayside-Dr-77028/home/29956843,HARMLS,3844192,N,Y,29.8221022,-95.2840984
MLS Listing,,Single Family Residential,6329 W Montgomery Rd,Houston,TX,77091,212500,2,2.0,Highland Heights Annex,1100,10000,1997,47,193,,Active,,,https://www.redfin.com/TX/Houston/6329-W-Montgomery-Rd-77091/home/29883317,HARMLS,37164570,N,Y,29.8547301,-95.4182759
MLS Listing,,Condo/Co-op,2001 Bering Dr Unit 4M,Houston,TX,77057,200000,2,2.0,Bering Drive Condo,1175,173602,1977,48,170,497,Active,,,https://www.redfin.com/TX/Houston/2001-Bering-Dr-77057/unit-4M/home/30466487,HARMLS,26337735,N,Y,29.7448703,-95.4780163
MLS Listing,,Single Family Residential,7426 W Knoll St,Houston,TX,77028,125000,2,1.0,Rosewood Estates 2,1000,8520,1955,49,125,,Active,,,https://www.redfin.com/TX/Houston/7426-W-Knoll-St-77028/home/29995682,HARMLS,14465400,N,Y,29.8346984,-95.2951206
MLS Listing,,Single Family Residential,7017 Jay St,Houston,TX,77028,179900,2,1.0,Wesley Place,1065,11245,1955,49,169,,Active,,,https://www.redfin.com/TX/Houston/7017-Jay-St-77028/home/30038828,HARMLS,84421193,N,Y,29.8206156,-95.3045533
MLS Listing,,Single Family Residential,2810 Newhoff St,Houston,TX,77026,220000,2,2.0,Ward Place,980,4020,1938,49,224,,Active,,,https://www.redfin.com/TX/Houston/2810-Newhoff-St-77026/home/29673487,HARMLS,49156035,N,Y,29.7853144,-95.3414824
MLS Listing,,Townhouse,3228 Holly Hall St,Houston,TX,77054,212000,2,2.5,Holly Hall T/h Condo,1600,677039,1984,49,133,645,Active,,,https://www.redfin.com/TX/Houston/3228-Holly-Hall-St-77054/home/30588206,HARMLS,26928411,N,Y,29.686549,-95.3813022
MLS Listing,,Condo/Co-op,5625 Antoine Dr #1314,Houston,TX,77091,62000,2,2.0,Oakwood Gardens Condo,1027,398376,1972,50,60,465,Active,,,https://www.redfin.com/TX/Houston/5625-Antoine-Dr-77091/unit-1314/home/29637956,HARMLS,75597756,N,Y,29.8482983,-95.47517
MLS Listing,,Condo/Co-op,2125 Augusta Dr #21,Houston,TX,77057,134900,1,1.0,Little Thicket Condo,830,130322,1978,50,163,312,Active,,,https://www.redfin.com/TX/Houston/2125-Augusta-Dr-77057/unit-21/home/30449155,HARMLS,3664022,N,Y,29.7438166,-95.4820325
MLS Listing,,Condo/Co-op,2700 Bellefontaine St Unit B34,Houston,TX,77025,157000,3,2.0,Barclay Condo Residences,1718,79674,1964,51,91,1290,Active,,,https://www.redfin.com/TX/Houston/2700-Bellefontaine-St-77025/unit-B34/home/30396572,HARMLS,42815482,N,Y,29.7031788,-95.4209152
MLS Listing,,Single Family Residential,6403 Gainesville St,Houston,TX,77020,214700,2,1.0,Harbor Homesite,960,5000,1950,51,224,,Active,,,https://www.redfin.com/TX/Houston/6403-Gainesville-St-77020/home/29677833,HARMLS,19502226,N,Y,29.7858299,-95.3062357
MLS Listing,,Single Family Residential,4920 Curtin St,Houston,TX,77023,210000,3,2.0,Dixie,2033,8000,1930,51,103,,Active,,,https://www.redfin.com/TX/Houston/4920-Curtin-St-77023/home/29665521,HARMLS,77073258,N,Y,29.738061,-95.3265261
MLS Listing,,Single Family Residential,4802 Mcewen St,Houston,TX,77009,219000,2,1.0,Irvington Add,1932,5500,1940,51,113,,Active,,,https://www.redfin.com/TX/Houston/4802-McEwen-St-77009/home/29707080,HARMLS,45842014,N,Y,29.8034889,-95.3673155
MLS Listing,,Condo/Co-op,2824 S Bartell Dr #25,Houston,TX,77054,109500,2,1.0,Hearthwood 02 Condo Ph 01,825,86958,1980,52,133,375,Active,,,https://www.redfin.com/TX/Houston/2824-S-Bartell-Dr-77054/unit-25/home/30507288,HARMLS,67827422,N,Y,29.6818419,-95.4196876
MLS Listing,,Single Family Residential,10142 Valley Club Dr,Houston,TX,77078,224900,4,2.0,Verde Forest Sec 01,1346,6710,1982,52,167,,Active,,,https://www.redfin.com/TX/Houston/10142-Valley-Club-Dr-77078/home/30251824,HARMLS,52896484,N,Y,29.8481686,-95.2358443
MLS Listing,,Condo/Co-op,359 N Post Oak Ln #227,Houston,TX,77024,204000,2,2.0,Post Oak Lane Condo,1326,304370,1970,53,154,660,Active,,,https://www.redfin.com/TX/Houston/359-N-Post-Oak-Ln-77024/unit-227/home/30389278,HARMLS,76989202,N,Y,29.7751678,-95.4582464
MLS Listing,,Single Family Residential,10414 Wicklowe St,Houston,TX,77016,149900,2,1.0,Fontaine Place Sec 02,869,7800,1960,53,172,,Active,,,https://www.redfin.com/TX/Houston/10414-Wicklowe-St-77016/home/30033312,HARMLS,73322576,N,Y,29.8620681,-95.3093916
MLS Listing,,Condo/Co-op,4641 Wild Indigo St Unit 26/449,Houston,TX,77027,175000,3,2.0,New Castle At Town Plaza Ph 02,1370,166530,1970,53,128,775,Active,,,https://www.redfin.com/TX/Houston/4641-Wild-Indigo-St-77027/unit-26-449/home/30452285,HARMLS,35010427,N,Y,29.7280163,-95.4528131
MLS Listing,,Townhouse,5205 Chapman St,Houston,TX,77009,189999,4,1.0,Ryon,1066,5000,1960,55,178,,Active,,,https://www.redfin.com/TX/Houston/5205-Chapman-St-77009/home/29741347,HARMLS,73588331,N,Y,29.8071081,-95.354735
MLS Listing,,Single Family Residential,5619 Lyndhurst Dr,Houston,TX,77033,185000,3,2.0,Edgewood Sec 01,1219,6376,1948,55,152,,Active,,,https://www.redfin.com/TX/Houston/5619-Lyndhurst-Dr-77033/home/30054424,HARMLS,29320992,N,Y,29.6682393,-95.3390648
MLS Listing,,Condo/Co-op,3525 Sage Rd #407,Houston,TX,77056,172500,1,1.0,3525 Sage Street Condo,834,111612,1985,55,207,592,Active,,,https://www.redfin.com/TX/Houston/3525-Sage-Rd-77056/unit-407/home/30606099,HARMLS,72388541,N,Y,29.729101,-95.466053
MLS Listing,,Single Family Residential,3016 Gray St,Houston,TX,77004,200000,2,1.0,Pierce Court,1056,5000,1930,55,189,,Active,,,https://www.redfin.com/TX/Houston/3016-Gray-St-77004/home/29849040,HARMLS,92532821,N,Y,29.7391521,-95.3556253
MLS Listing,,Single Family Residential,5637 Wood Creek Way,Houston,TX,77017,219900,3,1.5,Meadow Creek Village,1305,6510,1955,58,169,,Active,,,https://www.redfin.com/TX/Houston/5637-Wood-Creek-Way-77017/home/30085375,HARMLS,92734115,N,Y,29.6765657,-95.2344482
MLS Listing,,Single Family Residential,6611 Paris St,Houston,TX,77021,169000,3,1.0,Grand Park,1048,5000,1950,58,161,,Active,,,https://www.redfin.com/TX/Houston/6611-Paris-St-77021/home/34251241,HARMLS,85678698,N,Y,29.6916558,-95.3499146
MLS Listing,,Single Family Residential,5901 Crest Ct,Houston,TX,77033,109000,2,1.0,Southcrest Sec 01,1368,9970,1950,59,80,,Active,,,https://www.redfin.com/TX/Houston/5901-Crest-Ct-77033/home/30026597,HARMLS,32162361,N,Y,29.688254,-95.3283409
MLS Listing,,Single Family Residential,6110 Laura Koppe Rd,Houston,TX,77016,169999,0,,Laura Koppe Place,600,10800,1994,59,283,,Active,,,https://www.redfin.com/TX/Houston/6110-Laura-Koppe-Rd-77016/home/179618533,HARMLS,10959375,N,Y,29.840228,-95.3090048
MLS Listing,,Condo/Co-op,2700 Revere St #127,Houston,TX,77098,219900,1,1.0,Oak Lane Condos,901,77552,1981,59,244,546,Active,,,https://www.redfin.com/TX/Houston/2700-Revere-St-77098/unit-127/home/29407347,HARMLS,49245142,N,Y,29.7413737,-95.4169437
MLS Listing,,Condo/Co-op,3946 W Alabama St #6,Houston,TX,77027,189990,2,2.0,Foresters Pond Condo,858,134147,1963,61,221,455,Active,,,https://www.redfin.com/TX/Houston/3946-W-Alabama-St-77027/unit-6/home/30399786,HARMLS,78659089,N,Y,29.7383342,-95.4444085
MLS Listing,,Condo/Co-op,2601 Bellefontaine St Unit B203,Houston,TX,77025,94800,1,1.0,Barclay Condo Ph 03,744,139327,1960,61,127,539,Active,,,https://www.redfin.com/TX/Houston/2601-Bellefontaine-St-77025/unit-B203/home/30424587,HARMLS,74237690,N,Y,29.702838,-95.4192205
MLS Listing,,Single Family Residential,7511 Avenue J,Houston,TX,77012,199500,4,2.0,Magnolia Park Sec 02,1460,2500,1930,62,137,,Active,,,https://www.redfin.com/TX/Houston/7511-Avenue-J-77012/home/29719337,HARMLS,75807735,N,Y,29.738657,-95.2891187
MLS Listing,,Single Family Residential,6902 Avenue P,Houston,TX,77011,124900,1,1.0,Central Park,682,3300,1940,62,183,,Active,,,https://www.redfin.com/TX/Houston/6902-Avenue-P-77011/home/148105502,HARMLS,91719787,N,Y,29.7463115,-95.2999824
MLS Listing,,Single Family Residential,4705 Randon Rd,Houston,TX,77092,219995,3,2.0,Rosslyn Heights Sec 02,1721,8500,1955,62,128,,Active,,,https://www.redfin.com/TX/Houston/4705-Randon-Rd-77092/home/29738909,HARMLS,65629176,N,Y,29.8376092,-95.4652691
MLS Listing,,Single Family Residential,3826 Eddie St,Houston,TX,77026,174900,2,1.0,Ralston Add 14,870,4500,1950,63,201,,Active,,,https://www.redfin.com/TX/Houston/3826-Eddie-St-77026/home/29736755,HARMLS,87408974,N,Y,29.786107,-95.3318802
MLS Listing,,Single Family Residential,8505 Safeguard St,Houston,TX,77051,200000,3,2.0,Safeguard,1354,7350,1955,63,148,,Active,,,https://www.redfin.com/TX/Houston/8505-Safeguard-St-77051/home/30026249,HARMLS,16501956,N,Y,29.6682578,-95.3590975
MLS Listing,,Single Family Residential,4134 1/2 Erie St,Houston,TX,77087,138000,2,1.0,Park Place,780,6205,1980,63,177,,Active,,,https://www.redfin.com/TX/Houston/4134-1-2-Erie-St-77087/home/29150052,HARMLS,57361996,N,Y,29.6804323,-95.279362
MLS Listing,,Single Family Residential,4519 Hoffman St,Houston,TX,77026,219000,3,2.0,Kashmere Gardens Add,1074,17400,1955,64,204,,Active,,,https://www.redfin.com/TX/Houston/4519-Hoffman-St-77026/home/29937736,HARMLS,42954059,N,Y,29.8017877,-95.313213
MLS Listing,,Single Family Residential,4809 Rand St,Houston,TX,77026,109000,1,1.0,Kashmere Gardens,714,4500,1940,64,153,,Active,,,https://www.redfin.com/TX/Houston/4809-Rand-St-77026/home/29501871,HARMLS,60146634,N,Y,29.8040486,-95.321912
MLS Listing,,Single Family Residential,10166 Valley Breeze Dr,Houston,TX,77078,199900,3,2.0,Parkwood East Sec 01 R/p,1160,5280,1983,64,172,,Active,,,https://www.redfin.com/TX/Houston/10166-Valley-Breeze-Dr-77078/home/30349286,HARMLS,80666321,N,Y,29.8489841,-95.2351713
MLS Listing,,Single Family Residential,326 Tite St,Houston,TX,77029,215000,2,2.0,Fidelity,1119,2500,2023,64,192,,Active,,,https://www.redfin.com/TX/Houston/326-Tite-St-77029/home/182980900,HARMLS,98286123,N,Y,29.7448965,-95.25595
MLS Listing,,Single Family Residential,3127 Coal St,Houston,TX,77026,125000,4,1.0,Bay Street Gardens,1275,6350,1928,64,98,,Active,,,https://www.redfin.com/TX/Houston/3127-Coal-St-77026/home/29959790,HARMLS,97625349,N,Y,29.8015246,-95.3367285
MLS Listing,,Single Family Residential,7142 Avenue K,Houston,TX,77011,139000,1,1.0,Magnolia Park,843,2500,1949,64,165,,Active,,,https://www.redfin.com/TX/Houston/7142-Avenue-K-77011/home/29719718,HARMLS,84073535,N,Y,29.7410249,-95.2955089
MLS Listing,,Single Family Residential,5034 Malmedy Rd,Houston,TX,77033,184900,2,1.0,South Park Sec 02,1107,5737,1950,64,167,,Active,,,https://www.redfin.com/TX/Houston/5034-Malmedy-Rd-77033/home/30014812,HARMLS,44308034,N,Y,29.6835243,-95.3442204
MLS Listing,,Single Family Residential,7908 Wileyvale St,Houston,TX,77016,224406,3,2.0,Trinity Garden Sec 3,1350,12000,2023,65,166,,Active,,,https://www.redfin.com/TX/Houston/7908-Wileyvale-Rd-77016/home/184724978,HARMLS,72427918,N,Y,29.8325254,-95.3163423
MLS Listing,,Single Family Residential,8810 Cowart St,Houston,TX,77029,225000,4,2.5,Pleasantville Sec 07,1887,6992,1957,65,119,,Active,,,https://www.redfin.com/TX/Houston/8810-Cowart-St-77029/home/30092065,HARMLS,57019692,N,Y,29.7652424,-95.2660938
MLS Listing,,Single Family Residential,803 E 32nd St,Houston,TX,77022,145000,3,1.0,Mccomb L B,1296,4000,1940,65,112,,Active,,,https://www.redfin.com/TX/Houston/803-E-32nd-St-77022/home/29817788,HARMLS,37457615,N,Y,29.8154453,-95.3890914
MLS Listing,,Single Family Residential,6810 Longview St,Houston,TX,77020,215000,2,1.0,Harbor Homesite,768,5000,1946,66,280,,Active,,,https://www.redfin.com/TX/Houston/6810-Longview-St-77020/home/29677972,HARMLS,29173799,N,Y,29.7847918,-95.3018155
MLS Listing,,Single Family Residential,332 E Crosstimbers St,Houston,TX,77022,210000,3,2.0,Oakwood,945,1877,1945,66,222,,Active,,,https://www.redfin.com/TX/Houston/332-E-Crosstimbers-St-77022/home/29809361,HARMLS,64903978,N,Y,29.8282545,-95.3698763
MLS Listing,,Condo/Co-op,4040 San Felipe #257,Houston,TX,77027,224000,2,2.0,River Oaks T/h,930,251985,1956,66,241,537,Active,,,https://www.redfin.com/TX/Houston/4040-San-Felipe-St-77027/unit-257/home/30360559,HARMLS,40254301,N,Y,29.7470893,-95.4471781
MLS Listing,,Single Family Residential,10325 Lane St,Jacinto City,TX,77029,165000,2,1.0,Industrial Add,884,6032,1950,67,187,,Active,,,https://www.redfin.com/TX/Houston/10325-Lane-St-77029/home/29835832,HARMLS,82631306,N,Y,29.760208,-95.2460377
MLS Listing,,Townhouse,5801 Lumberdale #123,Houston,TX,77092,165000,2,2.5,Forest Lake Townhomes,1696,,1976,67,97,375,Active,,,https://www.redfin.com/TX/Houston/5801-Lumberdale-Rd-77092/unit-123/home/30312578,HARMLS,49553141,N,Y,29.8516085,-95.4851979
MLS Listing,,Single Family Residential,3704 Seabrook St,Houston,TX,77021,204999,2,1.0,South End Sunnyside Add,1053,5000,1955,68,195,,Active,,,https://www.redfin.com/TX/Houston/3704-Seabrook-St-77021/home/30004181,HARMLS,97304616,N,Y,29.6853879,-95.3689076
MLS Listing,,Condo/Co-op,357 N Post Oak Ln #303,Houston,TX,77024,180000,1,1.0,Post Oak Lane Condo,1026,304370,1970,68,175,638,Active,,,https://www.redfin.com/TX/Houston/357-N-Post-Oak-Ln-77024/unit-303/home/30389494,HARMLS,54820062,N,Y,29.7752045,-95.4579077
MLS Listing,,Single Family Residential,9718 Seeker St,Houston,TX,77078,195000,3,2.0,Glenwood Forest Sec 03,1478,6600,1975,68,132,,Active,,,https://www.redfin.com/TX/Houston/9718-Seeker-St-77078/home/30273832,HARMLS,54130621,N,Y,29.8534441,-95.2727088
MLS Listing,,Condo/Co-op,6200 W Tidwell Rd #2704,Houston,TX,77092,102000,3,2.0,Asbury Park Llc Condo,1373,440793,1974,69,74,395,Active,,,https://www.redfin.com/TX/Houston/6200-W-Tidwell-Rd-77092/unit-2704/home/29638113,HARMLS,85364515,N,Y,29.8517286,-95.4823893
MLS Listing,,Single Family Residential,128 Riggs Rd,Houston,TX,77022,190000,2,1.5,Bukewski Unr,778,6490,1940,69,244,,Active,,,https://www.redfin.com/TX/Houston/128-Riggs-Rd-77022/home/29792957,HARMLS,68781372,N,Y,29.8243157,-95.3779548
MLS Listing,,Condo/Co-op,2601 Bellefontaine St Unit C316,Houston,TX,77025,110000,1,1.0,Barclay Condo Ph 03,744,139327,1960,69,148,539,Active,,,https://www.redfin.com/TX/Houston/2601-Bellefontaine-St-77025/unit-C316/home/30424685,HARMLS,11629844,N,Y,29.702838,-95.4192205
MLS Listing,,Condo/Co-op,6200 W Tidwell Rd #1007,Houston,TX,77092,79990,2,1.0,Asbury Park Condos,829,440793,1974,69,96,395,Active,,,https://www.redfin.com/TX/Houston/6200-W-Tidwell-Rd-77092/unit-1007/home/29636314,HARMLS,11180911,N,Y,29.8517286,-95.4823893
MLS Listing,,Single Family Residential,3123 Vintage St,Houston,TX,77026,170000,2,1.0,Bay Street Gardens,936,8000,1933,69,182,,Active,,,https://www.redfin.com/TX/Houston/3123-Vintage-St-77026/home/29959608,HARMLS,24193216,N,Y,29.8033469,-95.3371102
MLS Listing,,Condo/Co-op,5669 Birchmont Dr Unit E,Houston,TX,77091,115000,2,1.5,Homes Condo Sec 02,1121,81488,1977,69,103,262,Active,,,https://www.redfin.com/TX/Houston/5669-Birchmont-Dr-77091/unit-E/home/176766827,HARMLS,23095014,N,Y,29.843531,-95.472477
MLS Listing,,Condo/Co-op,5628 Birchmont Dr Unit D,Houston,TX,77091,130000,2,1.0,Creekmont Forest Sec 01 Condo,968,319642,1972,69,134,262,Active,,,https://www.redfin.com/TX/Houston/5628-Birchmont-Dr-77091/unit-D/home/173024390,HARMLS,89899857,N,Y,29.844366,-95.470694
MLS Listing,,Single Family Residential,8713 Lavender St,Houston,TX,77016,135000,1,1.0,Autumn Place,920,11880,1949,70,147,,Active,,,https://www.redfin.com/TX/Houston/8713-Lavender-St-77016/home/29943064,HARMLS,70171711,N,Y,29.8394092,-95.32182
MLS Listing,,Single Family Residential,1808 Carr St,Houston,TX,77026,199900,2,2.0,Chapmans Sec 02,924,2725,1948,70,216,,Active,,,https://www.redfin.com/TX/Houston/1808-Carr-St-77026/home/29656901,HARMLS,94545399,N,Y,29.7778999,-95.3447265
MLS Listing,,Townhouse,731 Bering Drive Dr Unit B,Houston,TX,77057,220000,2,2.0,Woodway Crossing Condo,1282,83562,1978,72,172,429,Active,,,https://www.redfin.com/TX/Houston/731-Bering-Dr-77057/unit-B/home/30449779,HARMLS,40130181,N,Y,29.7585001,-95.4788567
MLS Listing,,Single Family Residential,5210 Laura Koppe,Houston,TX,77016,219000,3,3.0,Homes at Laura Koppe Rd,1194,,2023,72,183,,Active,,,https://www.redfin.com/TX/Houston/5210-Laura-Koppe-Rd-77016/home/184813522,HARMLS,10076167,N,Y,29.8404014,-95.3150772
MLS Listing,,Single Family Residential,5208 Laura Koppe,Houston,TX,77016,219000,3,3.0,Homes at Laura Koppe Rd,1194,,2023,72,183,,Active,,,https://www.redfin.com/TX/Houston/5208-Laura-Koppe-Rd-77016/home/184813497,HARMLS,19498916,N,Y,29.8404013,-95.3150825
MLS Listing,,Single Family Residential,4620 Pardee St,Houston,TX,77026,125000,2,1.0,Kashmere Gardens,792,2275,1956,72,158,,Active,,,https://www.redfin.com/TX/Houston/4620-Pardee-St-77026/home/29936809,HARMLS,10158806,N,Y,29.8056708,-95.3229182
MLS Listing,,Condo/Co-op,7900 N Stadium Dr #261,Houston,TX,77030,115000,1,1.0,Briar Green Condo Ph 01,696,230940,1979,72,165,299,Active,,,https://www.redfin.com/TX/Houston/7900-N-Stadium-Dr-77030/unit-261/home/30457965,HARMLS,17840259,N,Y,29.6960567,-95.4091009
MLS Listing,,Single Family Residential,3301 Jewel St,Houston,TX,77026,90000,0,,Angiers Sec 01,792,2706,1930,73,114,,Active,,,https://www.redfin.com/TX/Houston/3301-Jewel-St-77026/home/29648798,HARMLS,7419867,N,Y,29.7900845,-95.3361295
MLS Listing,,Single Family Residential,7330 Avenue I,Houston,TX,77011,215000,3,1.0,Magnolia Park Sec 02,1394,5000,1938,73,154,,Active,,,https://www.redfin.com/TX/Houston/7330-Avenue-I-77011/home/29719558,HARMLS,92574469,N,Y,29.7387184,-95.2929732
MLS Listing,,Single Family Residential,6628 Lozier St,Houston,TX,77021,190000,3,1.0,Southland Place,1386,6695,1955,74,137,,Active,,,https://www.redfin.com/TX/Houston/6628-Lozier-St-77021/home/29951574,HARMLS,50898991,N,Y,29.7005033,-95.3687047
MLS Listing,,Condo/Co-op,6200 W Tidwell Rd #1601,Houston,TX,77092,57000,2,1.0,Asbury Park Condos,829,440793,1974,74,69,395,Active,,,https://www.redfin.com/TX/Houston/6200-W-Tidwell-Rd-77092/unit-1601/home/29637677,HARMLS,32649255,N,Y,29.8517286,-95.4823893
MLS Listing,,Townhouse,6200 W Tidwell Rd #1110,Houston,TX,77092,70000,2,1.5,Asbury Park Llc Condo,1133,440793,1974,74,62,395,Active,,,https://www.redfin.com/TX/Houston/6200-W-Tidwell-Rd-77092/unit-1110/home/29637743,HARMLS,36420356,N,Y,29.8517286,-95.4823893
MLS Listing,,Condo/Co-op,2011 Spenwick Dr #324,Houston,TX,77055,120000,1,1.0,Spring Point 02 Condo Ph 02,742,32679,1983,74,162,295,Active,,,https://www.redfin.com/TX/Houston/2011-Spenwick-Dr-77055/unit-324/home/30547240,HARMLS,64540404,N,Y,29.8073908,-95.4904969
MLS Listing,,Townhouse,5843 Village Forest Ct,Houston,TX,77092,175000,4,2.5,Laguna Twnhm,1516,478113,1976,74,115,269,Active,,,https://www.redfin.com/TX/Houston/5843-Village-Forest-Ct-77092/home/30276939,HARMLS,87257976,N,Y,29.8474326,-95.4767571
MLS Listing,,Single Family Residential,242 Parker Rd,Houston,TX,77076,175000,3,1.0,Strathmore Place,1264,8040,1950,75,138,,Active,,,https://www.redfin.com/TX/Houston/242-Parker-Rd-77076/home/30027979,HARMLS,80901375,N,Y,29.8590981,-95.3742671
MLS Listing,,Single Family Residential,6318 Sayers St,Houston,TX,77026,179900,3,1.0,Wilshire Place,1195,6490,1950,76,151,,Active,,,https://www.redfin.com/TX/Houston/6318-Sayers-St-77026/home/29957973,HARMLS,63618949,N,Y,29.8176552,-95.3316712
MLS Listing,,Single Family Residential,5831 Pershing St,Houston,TX,77033,197500,4,2.0,Southcrest Sec 05,1478,6615,1947,76,134,,Active,,,https://www.redfin.com/TX/Houston/5831-Pershing-St-77033/home/30027204,HARMLS,44650891,N,Y,29.6757109,-95.3331468
MLS Listing,,Condo/Co-op,355 N Post Oak Ln #632,Houston,TX,77024,215000,1,1.0,Post Oak Lane Condo,1140,304370,1970,77,189,633,Active,,,https://www.redfin.com/TX/Houston/355-N-Post-Oak-Ln-77024/unit-632/home/30389439,HARMLS,68530328,N,Y,29.7739385,-95.458533
MLS Listing,,Condo/Co-op,915 Franklin St Unit 2J,Houston,TX,77002,219900,1,1.0,Bayou Lofts Condo 02 Amd,915,,1997,77,240,845,Active,,,https://www.redfin.com/TX/Houston/915-Franklin-St-77002/unit-2J/home/30717083,HARMLS,10944354,N,Y,29.76376,-95.36037
MLS Listing,,Condo/Co-op,2820 S Bartell Dr #313,Houston,TX,77054,65000,1,1.0,Hearthwood 02 Condo Ph 02,700,92537,1983,78,93,318,Active,,,https://www.redfin.com/TX/Houston/2820-S-Bartell-Dr-77054/unit-313/home/30507192,HARMLS,37063201,N,Y,29.6807999,-95.4200661
MLS Listing,,Single Family Residential,3462 Tuam St,Houston,TX,77004,199900,2,1.0,Houston City St Rwy Sec 04,840,4869,1938,78,238,,Active,,,https://www.redfin.com/TX/Houston/3462-Tuam-St-77004/home/29687630,HARMLS,80578131,N,Y,29.7305222,-95.349574
MLS Listing,,Single Family Residential,4806 Wipprecht St,Houston,TX,77026,180000,3,1.0,Kashmere Gardens,924,15000,1940,80,195,,Active,,,https://www.redfin.com/TX/Houston/4806-Wipprecht-St-77026/home/29936782,HARMLS,42980687,N,Y,29.8043935,-95.3221205
MLS Listing,,Single Family Residential,8608 Wileyvale Rd,Houston,TX,77016,198995,2,1.0,Trinity Gardens Sec 03,1040,12000,1950,80,191,,Active,,,https://www.redfin.com/TX/Houston/8608-Wileyvale-Rd-77016/home/29943000,HARMLS,90644441,N,Y,29.8382134,-95.31652
MLS Listing,,Townhouse,2714 Hardy St,Houston,TX,77009,184900,2,1.0,Ryon,837,5000,1970,80,221,,Active,,,https://www.redfin.com/TX/Houston/2714-Hardy-St-77009/home/29738934,HARMLS,33014516,N,Y,29.78613,-95.3517589
MLS Listing,,Single Family Residential,7425 Lockwood Dr,Houston,TX,77016,127000,2,1.0,Trinity Gardens,1276,12150,1945,81,100,,Active,,,https://www.redfin.com/TX/Houston/7425-Lockwood-Dr-77016/home/184462316,HARMLS,13251973,N,Y,29.8273344,-95.3189589
